序号,笔画,汉字,拼音,部件
0749,七画,社,shè,
0748,七画,初,chū,
0747,七画,补,bǔ,
0746,七画,评,píng,
0745,七画,启,qǐ,
0744,七画,证,zhèng,
0743,七画,良,liáng,
0742,七画,灾,zāi,
0741,七画,穷,qióng,
0740,七画,究,jiū,
0739,七画,牢,láo,
0738,七画,宏,hóng,
0737,七画,宋,sòng,
0736,七画,完,wán,
0735,七画,快,kuài,
0734,七画,忧,yōu,
0733,七画,怀,huái,
0732,七画,沉,chén,
0731,七画,沈,"shěn,chén",
0730,七画,没,"méi,mò",
0729,七画,沟,gōu,
0728,七画,泛,fàn,
0727,七画,沃,wò,
0726,七画,汽,qì,
0725,七画,沙,"shā,shà",
0724,七画,汪,wāng,
0723,七画,弟,"dì,tì,tuí",
0722,七画,灿,càn,
0721,七画,灶,zào,
0720,七画,判,pàn,
0719,七画,闷,"mèn,mēn",
0718,七画,间,"jiān,jiàn",
0717,七画,闲,xián,
0716,七画,忘,wàng,
0715,七画,冶,yě,
0714,七画,弃,qì,
0713,七画,辛,xīn,
0712,七画,序,xù,
0711,七画,这,"zhè,zhèi",
0710,七画,冷,lěng,
0709,七画,应,"yīng,yìng",
0708,七画,疗,liáo,
0707,七画,库,kù,
0706,七画,床,chuáng,
0705,七画,况,kuàng,
0704,七画,亩,mǔ,
0703,七画,状,zhuàng,
0702,七画,冻,dòng,
0701,七画,言,yán,
0700,七画,系,"xì,jì",
0699,七画,饮,yǐn,
0698,七画,饭,fàn,
0697,七画,迎,yíng,
0696,七画,岛,dǎo,
0695,七画,卵,luǎn,
0694,七画,条,"tiáo,tiāo",
0693,七画,删,shān,
0692,七画,角,"jiǎo,jué",
0691,七画,犹,yóu,
0690,七画,狂,kuáng,
0689,七画,免,miǎn,
0688,七画,龟,"guī,jūn,qiū",
0687,七画,肠,cháng,
0686,七画,肚,"dù,dǔ",
0685,七画,肝,gān,
0684,七画,岔,chà,
0683,七画,邻,lín,
0682,七画,含,hán,
0681,七画,妥,tuǒ,
0680,七画,谷,gǔ,
0679,七画,坐,zuò,
0678,七画,希,xī,
0677,七画,余,yú,
0676,七画,返,fǎn,
0675,七画,役,yì,
0674,七画,彻,chè,
0673,七画,近,jìn,
0672,七画,佛,"fó,fú,bì,bó",
0671,七画,皂,zào,
0670,七画,身,shēn,
0669,七画,伴,bàn,
0668,七画,位,wèi,
0667,七画,住,zhù,
0666,七画,你,nǐ,
0665,七画,低,dī,
0664,七画,佣,"yōng,yòng",
0663,七画,伶,líng,
0662,七画,伯,"bó,bǎi,bà",
0661,七画,作,zuò,
0660,七画,伸,shēn,
0659,七画,但,dàn,
0658,七画,何,"hé,hē,hè",
0657,七画,体,"tǐ,tī,bèn",
0656,七画,估,"gū,gù",
0655,七画,兵,bīng,
0654,七画,每,měi,
0653,七画,私,sī,
0652,七画,秀,xiù,
0651,七画,秃,tū,
0650,七画,利,lì,
0649,七画,乱,luàn,
0648,七画,我,wǒ,
0647,七画,告,gào,
0646,七画,钉,"dīng,dìng",
0645,七画,针,zhēn,
0644,七画,财,cái,
0643,七画,帐,zhàng,
0642,七画,岗,gǎng,
0641,七画,别,"bié,biè",
0640,七画,吼,hǒu,
0639,七画,吧,"bā,ba",
0638,七画,呜,wū,
0637,七画,吹,chuī,
0636,七画,吩,fēn,
0635,七画,听,tīng,
0634,七画,员,"yuán,yún,yùn",
0633,七画,串,chuàn,
0632,七画,吵,"chǎo,chāo",
0631,七画,困,kùn,
0630,七画,男,nán,
0629,七画,邮,yóu,
0628,七画,足,zú,
0627,七画,吨,dūn,
0626,七画,呀,"yā,ya",
0625,七画,围,wéi,
0624,七画,旷,kuàng,
0623,七画,园,yuán,
0622,七画,呆,dāi,
0621,七画,里,lǐ,
0620,七画,县,"xiàn,xuán",
0619,七画,助,"zhù,chú",
0618,七画,吴,wú,
0617,七画,时,shí,
0616,七画,呈,chéng,
0615,七画,盯,dīng,
0614,七画,旱,hàn,
0613,七画,坚,jiān,
0612,七画,步,bù,
0611,七画,连,lián,
0610,七画,来,lái,
0609,七画,歼,jiān,
0608,七画,还,"huán,hái",
0607,七画,否,"fǒu,pǐ",
0606,七画,励,lì,
0605,七画,辰,chén,
0604,七画,医,yī,
0603,七画,丽,"lì,lí",
0602,七画,两,liǎng,
0601,七画,豆,dòu,
0600,七画,束,shù,
0599,七画,更,"gēng,gèng",
0598,七画,求,qiú,
0597,七画,杨,yáng,
0596,七画,李,lǐ,
0595,七画,极,jí,
0594,七画,杏,xìng,
0593,七画,村,cūn,
0592,七画,材,cái,
0591,七画,杜,dù,
0590,七画,杠,"gàng,gāng",
0589,七画,杆,"gān,gǎn",
0588,七画,苏,"sū,sù",
0587,七画,克,kè,
0586,七画,劳,láo,
0585,七画,芦,lú,
0584,七画,严,yán,
0583,七画,芳,fāng,艹，
0582,七画,苍,cāng,艹，
0581,七画,芬,fēn,艹，
0580,七画,芹,qín,艹，
0579,七画,花,huā,艹，
0578,七画,芽,yá,艹，
0577,七画,劫,jié,
0576,七画,却,què,
0575,七画,报,bào,
0574,七画,把,"bǎ,bà",
0573,七画,声,shēng,
0572,七画,块,kuài,
0571,七画,扭,niǔ,
0570,七画,志,zhì,
0569,七画,壳,"ké,qiào",
0568,七画,护,hù,
0567,七画,抖,dǒu,
0566,七画,坊,"fāng,fáng",
0565,七画,坑,kēng,
0564,七画,抗,kàng,
0563,七画,坟,fén,
0562,七画,投,tóu,
0561,七画,抛,pāo,
0560,七画,均,jūn,
0559,七画,孝,xiào,
0558,七画,抢,"qiāng,qiǎng,chēng",扌，
0557,七画,扮,bàn,扌，
0556,七画,抓,zhuā,扌，
0555,七画,折,"zhē,zhé,shé",扌，
0554,七画,赤,chì,
0553,七画,攻,gōng,
0552,七画,贡,gòng,
0551,七画,坝,bà,
0550,七画,抄,chāo,扌，
0549,七画,走,zǒu,
0548,七画,址,zhǐ,
0547,七画,扯,chě,扌，
0546,七画,批,pī,扌，
0545,七画,找,zhǎo,扌，
0544,七画,拒,jù,扌，
0543,七画,扰,rǎo,扌，
0542,七画,坏,"huài,pēi,pī,péi",
0541,七画,技,jì,扌，
0540,七画,坛,tán,
0539,七画,抚,fǔ,扌，
0538,七画,扶,fú,扌，
0537,七画,运,yùn,
0536,七画,违,wéi,
0535,七画,远,"yuǎn,yuàn",
0534,七画,吞,tūn,
0533,七画,戒,jiè,
0532,七画,进,jìn,
0531,七画,形,xíng,
0530,七画,麦,mài,
0529,七画,弄,"nòng,lòng",
0528,七画,寿,shòu,
0527,六画,巡,xún,
0526,六画,驰,chí,
0525,六画,纪,"jì,jǐ",纟，
0524,六画,约,"yuē,yāo",纟，
0523,六画,级,jí,纟，
0522,六画,纤,"xiān,qiàn",纟，
0521,六画,红,"hóng,gōng",纟，
0520,六画,买,mǎi,
0519,六画,欢,huān,
0518,六画,观,"guān,guàn",
0517,六画,羽,yǔ,
0516,六画,戏,"xì,hū",
0515,六画,妈,mā,
0514,六画,她,"tā,jiě",
0513,六画,好,"hǎo,hào",
0512,六画,妇,fù,
0511,六画,如,rú,
0510,六画,奸,jiān,
0509,六画,防,fáng,
0508,六画,阴,yīn,
0507,六画,阶,jiē,
0506,六画,收,shōu,
0505,六画,阳,yáng,
0504,六画,阵,zhèn,
0503,六画,孙,"sūn,xùn",
0502,六画,异,yì,
0501,六画,导,dǎo,
0500,六画,尽,"jìn,jǐn",
0499,六画,迅,xùn,
0498,六画,那,"nà,nǎ,nèi,nā",
0497,六画,寻,xún,
0496,六画,访,fǎng,
0495,六画,设,shè,
0494,六画,讽,fěng,
0493,六画,农,nóng,
0492,六画,论,"lùn,lún",
0491,六画,许,"xǔ,hǔ",
0490,六画,军,jūn,
0489,六画,讲,jiǎng,
0488,六画,安,ān,
0487,六画,字,zì,
0486,六画,宅,zhái,
0485,六画,守,shǒu,
0484,六画,宇,yǔ,
0483,六画,兴,"xīng,xìng",
0482,六画,忙,máng,
0481,六画,汤,"tāng,shāng",
0480,六画,池,chí,
0479,六画,江,jiāng,
0478,六画,污,wū,
0477,六画,汗,"hàn,hán",
0476,六画,州,zhōu,
0475,六画,灯,dēng,
0474,六画,米,mǐ,
0473,六画,关,guān,
0472,六画,并,"bìng,bīng",
0471,六画,羊,"yáng,xiáng",
0470,六画,闯,chuǎng,
0469,六画,问,wèn,
0468,六画,闭,bì,
0467,六画,妄,wàng,
0466,六画,充,chōng,
0465,六画,决,jué,
0464,六画,产,chǎn,
0463,六画,衣,yī,
0462,六画,次,cì,
0461,六画,交,jiāo,
0460,六画,齐,"qí,jì,zī,zhāi",
0459,六画,刘,liú,
0458,六画,亦,yì,
0457,六画,庆,qìng,
0456,六画,庄,zhuāng,
0455,六画,冰,bīng,
0454,六画,冲,"chōng,chòng",
0453,六画,壮,zhuàng,
0452,六画,色,sè,
0451,六画,争,zhēng,
0450,六画,多,duō,
0449,六画,名,míng,
0448,六画,各,"gè,gě",
0447,六画,负,fù,
0446,六画,旨,zhǐ,
0445,六画,旬,xún,
0444,六画,危,wēi,
0443,六画,杂,zá,
0442,六画,朵,duǒ,
0441,六画,肌,jī,
0440,六画,创,"chuàng,chuāng",
0439,六画,伞,sǎn,
0438,六画,爷,yé,
0437,六画,众,zhòng,
0436,六画,企,qǐ,
0435,六画,兆,zhào,
0434,六画,合,"hé,gě",
0433,六画,杀,shā,
0432,六画,会,"huì,kuài",
0431,六画,全,quán,
0430,六画,舟,zhōu,
0429,六画,行,"háng,xíng",
0428,六画,后,hòu,
0427,六画,似,"sì,shì",
0426,六画,向,xiàng,
0425,六画,血,"xiě,xuè",
0424,六画,自,zì,
0423,六画,伪,wěi,
0422,六画,伙,huǒ,
0421,六画,仿,fǎng,
0420,六画,仰,"yǎng,áng",
0419,六画,华,"huá,huà,huā",
0418,六画,份,"fèn,bīn",
0417,六画,价,"jià,jiè,jie",
0416,六画,伤,shāng,
0415,六画,任,"rèn,rén",
0414,六画,件,jiàn,
0413,六画,延,yán,
0412,六画,伐,fá,
0411,六画,优,yōu,
0410,六画,伏,fú,
0409,六画,伍,wǔ,
0408,六画,休,"xiū,xǔ",
0407,六画,乓,pāng,
0406,六画,乒,pīng,
0405,六画,传,"chuán,zhuàn",
0404,六画,伟,wěi,
0403,六画,乔,qiáo,
0402,六画,迁,qiān,
0401,六画,竹,zhú,
0400,六画,舌,shé,
0399,六画,丢,diū,
0398,六画,先,xiān,
0397,六画,朱,"zhū,shú",
0396,六画,年,nián,
0395,六画,网,wǎng,
0394,六画,肉,ròu,
0393,六画,则,zé,
0392,六画,刚,gāng,
0391,六画,岂,"qǐ,kǎi",
0390,六画,回,huí,
0389,六画,岁,suì,
0388,六画,帆,fān,
0387,六画,屿,yǔ,
0386,六画,吗,"má,mǎ,ma",
0385,六画,吸,xī,
0384,六画,因,yīn,
0383,六画,吃,chī,
0382,六画,吊,diào,
0381,六画,同,"tóng,tòng",
0380,六画,团,tuán,
0379,六画,曲,"qū,qǔ",
0378,六画,虫,chóng,
0377,六画,吓,"xià,hè",
0376,六画,吐,"tǔ,tù",
0375,六画,早,zǎo,
0374,六画,当,"dāng,dàng",
0373,六画,光,guāng,
0372,六画,劣,liè,
0371,六画,尖,jiān,
0370,六画,尘,chén,
0369,六画,师,shī,
0368,六画,贞,zhēn,
0367,六画,此,cǐ,
0366,六画,至,zhì,
0365,六画,毕,bì,
0364,六画,迈,mài,
0363,六画,划,"huá,huà",
0362,六画,邪,"xié,yá,yé,yú,xú",
0361,六画,轨,guǐ,
0360,六画,夹,"jiā,jiá,gā,xiá",
0359,六画,成,chéng,
0358,六画,死,sǐ,
0357,六画,列,liè,
0356,六画,达,dá,
0355,六画,灰,huī,
0354,六画,夺,duó,
0353,六画,夸,"kuā,kuà",
0352,六画,匠,jiàng,
0351,六画,页,yè,
0350,六画,而,ér,
0349,六画,存,cún,
0348,六画,百,bǎi,
0347,六画,有,"yǒu,yòu",
0346,六画,在,zài,
0345,六画,厌,yàn,
0344,六画,压,"yā,yà",
0343,六画,西,xī,
0342,六画,协,xié,
0341,六画,再,zài,
0340,六画,臣,chén,
0339,六画,过,"guò,guo,guō",
0338,六画,权,quán,
0337,六画,机,jī,
0336,六画,朴,"pǔ,pò,pō,piáo",
0335,六画,朽,xiǔ,
0334,六画,芝,zhī,
0333,六画,亚,yà,
0332,六画,芒,máng,
0331,六画,共,"gòng,gōng",
0330,六画,耳,ěr,
0329,六画,场,"cháng,chǎng",
0328,六画,扬,yáng,扌，
0327,六画,地,"dì,de",
0326,六画,扫,"sǎo,sào",扌，
0325,六画,扩,kuò,扌，
0324,六画,圾,jī,
0323,六画,巩,gǒng,
0322,六画,执,zhí,扌，
0321,六画,老,lǎo,
0320,六画,托,tuō,扌，
0319,六画,考,kǎo,
0318,六画,扣,kòu,扌，
0317,六画,吉,jí,
0316,六画,寺,sì,
0315,六画,扛,"káng,gāng",扌，
0314,六画,动,dòng,
0313,六画,刑,xíng,
0312,六画,式,shì,
0311,五画,丝,sī,
0310,五画,幼,yòu,
0309,五画,母,mǔ,
0308,五画,纠,jiū,
0307,五画,矛,máo,
0306,五画,台,"tái,tāi",
0305,五画,对,duì,
0304,五画,圣,shèng,
0303,五画,孕,yùn,
0302,五画,发,"fā,fà",
0301,五画,边,biān,
0300,五画,皮,pí,
0299,五画,召,"zhào,shào",
0298,五画,加,jiā,
0297,五画,奴,nú,
0296,五画,奶,nǎi,
0295,五画,辽,liáo,
0294,五画,出,chū,
0293,五画,民,mín,
0292,五画,尼,ní,
0291,五画,司,sī,
0290,五画,永,yǒng,
0289,五画,记,jì,
0288,五画,讯,xùn,
0287,五画,议,yì,
0286,五画,必,bì,
0285,五画,训,xùn,
0284,五画,礼,lǐ,
0283,五画,让,ràng,
0282,五画,写,xiě,
0281,五画,讨,tǎo,
0280,五画,它,tā,
0279,五画,穴,xué,
0278,五画,宁,"níng,nìng,zhù",
0277,五画,汉,hàn,
0276,五画,头,"tóu,tou",
0275,五画,汇,huì,
0274,五画,汁,zhī,
0273,五画,半,bàn,
0272,五画,兰,lán,
0271,五画,闪,shǎn,
0270,五画,立,lì,
0269,五画,市,shì,
0268,五画,主,zhǔ,
0267,五画,饥,jī,
0266,五画,包,bāo,
0265,五画,务,wù,
0264,五画,鸟,niǎo,
0263,五画,冬,dōng,
0262,五画,处,"chǔ,chù",
0261,五画,外,wài,
0260,五画,犯,fàn,
0259,五画,册,cè,
0258,五画,匆,cōng,
0257,五画,句,"jù,gōu",
0256,五画,乐,"lè,yuè",
0255,五画,印,yìn,
0254,五画,甩,shuǎi,
0253,五画,用,yòng,
0252,五画,令,"líng,lǐng,lìng",
0251,五画,丛,cóng,
0250,五画,乎,hū,
0249,五画,瓜,guā,
0248,五画,斥,chì,
0247,五画,他,tā,
0246,五画,仔,"zī,zǐ,zǎi",
0245,五画,白,bái,
0244,五画,仪,yí,
0243,五画,们,mén,
0242,五画,仙,xiān,
0241,五画,代,dài,
0240,五画,仗,zhàng,
0239,五画,付,fù,
0238,五画,丘,qiū,
0237,五画,禾,hé,
0236,五画,失,shī,
0235,五画,生,shēng,
0234,五画,四,sì,
0233,五画,叹,tàn,
0232,五画,叨,"tāo,dāo",
0231,五画,另,lìng,
0230,五画,叫,jiào,
0229,五画,叼,diāo,
0228,五画,兄,xiōng,
0227,五画,央,yāng,
0226,五画,只,"zhī,zhǐ",
0225,五画,史,shǐ,
0224,五画,由,yóu,
0223,五画,田,tián,
0222,五画,号,"hào,háo",
0221,五画,电,diàn,
0220,五画,叮,dīng,
0219,五画,申,shēn,
0218,五画,甲,jiǎ,
0217,五画,叶,"yè,xié",
0216,五画,目,mù,
0215,五画,旦,dàn,
0214,五画,且,"qiě,jū",
0213,五画,归,guī,
0212,五画,帅,shuài,
0211,五画,旧,jiù,
0210,五画,业,yè,
0209,五画,占,"zhān,zhàn",
0208,五画,北,"běi,bèi",
0207,五画,卡,"qiǎ,kǎ",
0206,五画,东,dōng,
0205,五画,轧,yà,
0204,五画,灭,miè,
0203,五画,平,píng,
0202,五画,龙,lóng,
0201,五画,布,bù,
0200,五画,石,"shí,dàn",
0199,五画,右,yòu,
0198,五画,厉,lì,
0197,五画,左,zuǒ,
0196,五画,丙,bǐng,
0195,五画,可,"kě,kè",
0194,五画,术,"shù,shú,zhú",
0193,五画,本,běn,
0192,五画,节,"jié,jiē",
0191,五画,古,gǔ,
0190,五画,世,shì,
0189,五画,甘,gān,
0188,五画,去,qù,
0187,五画,扔,rēng,
0186,五画,功,gōng,
0185,五画,扒,"bā,pá",
0184,五画,扑,pū,
0183,五画,正,"zhèng,zhēng",
0182,五画,巧,qiǎo,
0181,五画,打,"dǎ,dá",
0180,五画,击,jī,
0179,五画,未,wèi,
0178,五画,末,mò,
0177,五画,示,shì,
0176,五画,刊,kān,
0175,五画,玉,yù,
0174,四画,幻,huàn,
0173,四画,书,shū,
0172,四画,双,shuāng,
0171,四画,劝,quàn,
0170,四画,予,"yú,yǔ",
0169,四画,允,yǔn,
0168,四画,以,yǐ,
0167,四画,办,bàn,
0166,四画,队,duì,
0165,四画,孔,kǒng,
0164,四画,巴,bā,
0163,四画,丑,chǒu,
0162,四画,引,yǐn,
0161,四画,尺,"chǐ,chě",
0160,四画,心,xīn,
0159,四画,认,rèn,
0158,四画,户,hù,
0157,四画,计,jì,
0156,四画,订,dìng,
0155,四画,忆,yì,
0154,四画,斗,"dǒu,dòu",
0153,四画,为,"wéi,wèi",
0152,四画,火,huǒ,
0151,四画,方,fāng,
0150,四画,六,"liù,lù",
0149,四画,文,wén,
0148,四画,勾,"gōu,gòu",
0147,四画,凤,fèng,
0146,四画,乌,wū,
0145,四画,匀,yún,
0144,四画,丹,dān,
0143,四画,风,"fēng,fěng",
0142,四画,欠,qiàn,
0141,四画,勿,wù,
0140,四画,氏,"shì,zhī",
0139,四画,月,yuè,
0138,四画,仓,cāng,
0137,四画,公,gōng,
0136,四画,乏,fá,
0135,四画,分,"fēn,fèn",
0134,四画,凶,xiōng,
0133,四画,今,jīn,
0132,四画,从,"cóng,zòng",
0131,四画,父,"fù,fǔ",
0130,四画,介,jiè,
0129,四画,反,fǎn,
0128,四画,爪,"zhǎo,zhuǎ",
0127,四画,斤,jīn,
0126,四画,仅,"jǐn,jìn",
0125,四画,仍,réng,
0124,四画,币,bì,
0123,四画,仇,"chóu,qiú",
0122,四画,化,"huà,huā",
0121,四画,仆,"pū,pú",
0120,四画,片,"piàn,piān",
0119,四画,什,"shí,shén",
0118,四画,仁,rén,
0117,四画,长,"cháng,zhǎng",
0116,四画,升,shēng,
0115,四画,气,qì,
0114,四画,毛,máo,
0113,四画,手,shǒu,
0112,四画,牛,niú,
0111,四画,午,wǔ,
0110,四画,见,"jiàn,xiàn",
0109,四画,水,shuǐ,
0108,四画,内,"nèi,nà",
0107,四画,贝,bèi,
0106,四画,冈,gāng,
0105,四画,中,"zhōng,zhòng",
0104,四画,日,rì,
0103,四画,少,"shǎo,shào",
0102,四画,止,zhǐ,
0101,四画,瓦,"wǎ,wà",
0100,四画,切,"qiē,qiè",
0099,四画,互,hù,
0098,四画,比,bǐ,
0097,四画,屯,"tún,zhūn",
0096,四画,牙,yá,
0095,四画,巨,jù,
0094,四画,车,"chē,jū",
0093,四画,匹,pǐ,
0092,四画,友,yǒu,
0091,四画,尤,yóu,
0090,四画,历,lì,
0089,四画,区,"qū,ōu",
0088,四画,犬,quǎn,
0087,四画,太,tài,
0086,四画,不,"bù,fǒu",
0085,四画,厅,tīng,
0084,四画,支,zhī,
0083,四画,五,wǔ,
0082,四画,木,mù,
0081,四画,艺,yì,
0080,四画,扎,"zā,zhā,zhá",
0079,四画,云,yún,
0078,四画,专,zhuān,
0077,四画,元,yuán,
0076,四画,无,wú,
0075,四画,天,tiān,
0074,四画,夫,"fū,fú",
0073,四画,开,kāi,
0072,四画,井,jǐng,
0071,四画,王,"wáng,wàng",
0070,四画,丰,fēng,
0069,三画,乡,xiāng,
0068,三画,马,mǎ,
0067,三画,叉,"chā,chá,chǎ",
0066,三画,习,xí,
0065,三画,刃,rèn,
0064,三画,飞,fēi,
0063,三画,女,"nǚ,rǔ",
0062,三画,也,yě,
0061,三画,卫,wèi,
0060,三画,子,zǐ,
0059,三画,已,yǐ,
0058,三画,己,jǐ,
0057,三画,弓,gōng,
0056,三画,尸,shī,
0055,三画,之,zhī,
0054,三画,义,yì,
0053,三画,门,mén,
0052,三画,亡,"wáng,wú",
0051,三画,广,"guǎng,ān",
0050,三画,么,"yāo,mó,ma,me",
0049,三画,丸,wán,
0048,三画,夕,xī,
0047,三画,及,jí,
0046,三画,凡,fán,
0045,三画,久,jiǔ,
0044,三画,勺,sháo,
0043,三画,个,"gè,gě",
0042,三画,亿,yì,
0041,三画,川,chuān,
0040,三画,乞,qǐ,
0039,三画,千,qiān,
0038,三画,山,shān,
0037,三画,巾,jīn,
0036,三画,口,kǒu,
0035,三画,小,xiǎo,
0034,三画,上,"shàng,shǎng",
0033,三画,万,"wàn,mò",
0032,三画,与,"yǔ,yù,yú",
0031,三画,丈,zhàng,
0030,三画,大,"dà,dài,tài",
0029,三画,下,xià,
0028,三画,寸,cùn,
0027,三画,才,cái,
0026,三画,土,tǔ,
0025,三画,工,gōng,
0024,三画,士,shì,
0023,三画,亏,kuī,
0022,三画,干,"gān,gàn",
0021,三画,于,yú,
0020,三画,三,sān,
0019,二画,又,yòu,
0018,二画,刀,dāo,
0017,二画,乃,nǎi,
0016,二画,力,lì,
0015,二画,了,"liǎo,le",
0014,二画,儿,ér,
0013,二画,几,"jī,jǐ",
0012,二画,九,jiǔ,
0011,二画,八,bā,
0010,二画,入,rù,
0009,二画,人,rén,
0008,二画,卜,"bǔ,bo",
0007,二画,七,qī,
0006,二画,厂,"chǎng,ān,hàn",
0005,二画,丁,"dīng,zhēng",
0004,二画,十,shí,
0003,二画,二,èr,
0002,一画,乙,yǐ,
0001,一画,一,yī,
